playername|playerid
Tommy Bergjans|sa875211
Jose Contreras|1660
Ronald Dominguez|sa600293
Corey Oswalt|sa658034
Mike Burke|sa829509
Helmis Rodriguez|sa597220
Danny Hultzen|sa455118
Jose Cobos|sa508500
Erick Fedde|sa599293
Conor Harber|sa738945
William Soto|sa739645
Patrick O'Brien|sa875405
Corey Copping|sa875831
Ruddy Acosta|sa824737
Keyvius Sampson|10039
Michael Sullivan|sa829643
Jeremy Null|sa602382
Clinton Hollon|sa737544
Alfred Gutierrez|sa656043
Alberto Rodriguez|sa829291
Yohander Quintana|sa828516
Derek Blacksher|sa390470
Richard Mitchell|sa657660
Johan Quezada|sa736898
Enmanuel Sullivan|sa828226
Emmanuel Betances|sa873721
Matthew Lees|sa877313
Brady Bowen|sa880382
Esmil Rogers|6317
Turner Lee|sa830463
Jacob Kuebler|sa455078
Carlos Rodriguez|sa657725
Mitch Harris|4530
Tim Alderson|sa389899
Jack Fischer|sa829418
Quintin Torres-Costa|sa876206
Rafael Montero|12760
Dean Aldridge|sa739770
Brandon Gomes|2267
Dale Thayer|5032
Jose Cisnero|6399
Jason Vargas|8044
Pedro Diaz|sa740814
Francisco Tena|sa837629
Juan Matheus|sa873717
David Carpenter|3959
Pablo Urena|sa657505
Jose Trejo|sa736693
Eric Ruth|sa621786
Tyler Viza|sa738610
Mike Hauschild|sa621613
Tiago Da Silva|sa795086
Brian Rauh|sa658170
Pat Young|sa707781
Scott Baker|6176
Jordan Holloway|sa829245
Nick Burdi|sa599297
Karch Kowalczyk|sa829792
Andy Otamendi|sa596224
C.C. Lee|5177
Brian Gilbert|sa707798
Eric Surkamp|2540
Alfredo Aceves|5164
Jesus Reyes|sa877345
Wei-Chung Wang|14382
Adonis De La Cruz|sa737023
Chris Smith|4544
Stefan Crichton|sa738289
Harley Holt|sa878099
Harold Guerrero|sa506060
Reymi Rodriguez|sa736744
Markus Solbach|sa599472
Justin Anderson|sa829323
Daniel Missaki|sa741947
Jose Espada|sa875064
Yency Almonte|sa658334
Drew Verhagen|13424
Taylor Cox|sa829210
Keaton Steele|sa659420
Victor Mateo|sa504206
Raisel Iglesias|17130
Jose Nin|sa828548
Carlos Machorro|sa877615
Tyler Kinley|sa738149
Scott Peoples|sa658314
Brock Burke|sa828798
Brandon Brennan|sa550121
Nick Wells|sa828791
Adrian Rodriguez|sa877346
Tristan Archer|sa503277
Andrew Barbosa|sa327830
Sam Howard|sa602898
Cody Stashak|sa875608
Jose Almonte|sa737055
Jaider Rocha|sa599550
Heath Dwyer|sa878431
Dillon Overton|sa549743
Dallas Martinez|sa657790
Josh Prevost|sa828963
Thomas Lee|sa659442
Parker Markel|sa502751
Zach Stewart|7397
Chase De Jong|sa657960
Kevin Ziomek|sa549113
Justin Thomas|sa738724
Matt Alvarez|sa752901
Chad Taylor|sa501777
Zack Cates|sa548216
Horace Stubblefield|sa599151
Max Gooding|sa828424
Justin Masterson|2038
Devin Williams|sa737560
Miguel Celestino|sa504074
Cody Wheeler|sa548334
DJ Snelten|sa549813
Ivan Maldonado|sa202276
Ralston Cash|sa548277
Ian Dickson|sa599738
Isaac Jimenez|sa744295
Geremi Perez|sa872822
Will Roberts|sa577696
Brandon Woodruff|sa597893
Mikey O'Brien|sa455055
Alirio Negrette|sa657638
Zach Davis|sa829350
Oscar Abreu|sa872461
Peter Lambert|sa874771
Ryne Inman|sa875696
Scott Grist|sa876355
Rafael Volquez|sa828722
Edioglis Villasmil|sa504847
Austyn Willis|sa829202
Josh Smith|10946
Jeff Howell|sa291733
Johnathan Frebis|sa827443
Bailey Falter|sa875033
Marco Tovar|sa508092
Barry Zito|944
Cody Hall|12232
John Kuchno|sa658331
Ryne Slack|sa659790
Marco Quevedo|sa508101
Jeremy Kehrt|sa455400
Jake Brigham|2851
Kaleb Fleck|sa526875
Enrique De Los Rio|sa737281
Steven Farinaro|sa737934
Enyel De Los Santos|sa877528
Storm Rynard|sa829716
Caleb Smith|sa738884
Paolo Espino|sa327124
Mike Adams|sa737839
Scott Carroll|888
Derek Gordon|sa864302
Colt Hynes|7560
Endrys Briceno|sa505062
Mickey Storey|4721
James Farris|sa708443
Daniel Koger|sa827428
Kyle Wilcox|sa857699
Matt Cain|4732
Kyle Drabek|4359
Nick Routt|sa621594
Skylar Hunter|sa857608
Matt West|7980
Bryan Radziewski|sa738587
Hector Rodriguez|sa831646
Kevin Munson|sa526289
Miguel Burgos|sa657551
Carlos Valdez|sa600903
Jacob Zokan|sa737880
Angel Palumbo|sa737382
Jimmy Patterson|sa546805
Cecilio Garibaldi|sa203908
Wilmin Lara|sa657560
Daniel Minor|sa658128
Robbie Aviles|sa548357
Chris Sadberry|sa828999
Trevor Bayless|sa579648
Sean Carley|sa738932
James Hoyt|sa659944
Cameron Palmer|sa875410
Carlos Estevez|sa598491
Brett Martin|sa828879
Mike Foltynewicz|10811
Gabriel Baez|sa872845
Ryan Oduber|sa873198
Tomas Solis|sa508197
Brannon Easterling|sa829247
Christian Jones|sa578007
Andrew Edwards|sa738219
Brandon Quintero|sa875655
Braden Shipley|sa737506
James Dykstra|sa503397
Tanner Scott|sa829027
Adam Parks|sa829657
Kelyn Jose|sa830236
Elliot Ashbeck|sa875665
Murphy Smith|sa501722
Yomelbin Almonte|sa596867
Juan Martinez|sa657740
Guillermo De La Cruz|sa828517
Mario Alcantara|sa549183
Justin Hancock|sa598262
Ryan Doran|sa739776
Brandon Beachy|8851
Jose Santos|sa872869
Kevin Alexander|sa503305
Hoby Milner|sa503539
Brandon Alger|sa658767
Bryan Verbitsky|sa707775
Scarlyn Reyes|sa739684
Artie Lewicki|sa829148
Justin Nicolino|11754
Taylor Black|sa829396
Edin Liriano|sa873341
Eric Skoglund|sa598268
Federico Castaneda|sa504429
Miguel Gutierrez|sa737477
Norman Elenes|sa504948
Norwith Gudino|sa872808
Nicholas Andros|sa879452
Diego Cordero|sa873150
Andres Sanchez|sa880514
Michael Pineda|5372
Tommy Layne|7501
Ramire Cleto|sa597229
Anderson Acevedo|sa877830
Blake Wood|1345
Gabino Avalos|sa729437
Curtis Partch|1333
Matt Lollis|sa501704
Andrew Cooper|sa738579
Taylor Guilbeau|sa602564
Deyvis Julian|sa872507
Elih Villanueva|8796
Conner Greene|sa737829
Miguel Hernandez|sa873180
Cristopher Sanchez|sa828749
Ty Boyles|sa737945
Waldis Joaquin|6580
Ian Gardeck|sa598115
Edgar Olmos|10174
Fabio Castillo|sa329114
Darwin Feliz|sa873156
Wil Ledezma|1669
Julian Fernandez|sa737347
Boris Sanchez|sa873182
Kanekoa Texeira|334
Oriel Caicedo|sa597430
Barry Enright|2412
Tyler Higgins|sa503722
Shane Halley|sa658503
Santiago Rodriguez|sa828402
Kevin Walsh|sa875289
Deymar Alvarado|sa879806
Jen-Ho Tseng|sa724018
Andrew Waszak|sa738314
Jacob Constante|sa737955
Jonathan Dziedzic|sa659070
Alejandro Astorga|sa508712
Kris Medlen|9417
Derek Self|sa577722
Juan Hernandez|sa657544
German Marquez|sa656016
Artie Reyes|sa739006
Taylor Hearn|sa658531
Matt Withrow|sa659074
Aaron Brooks|12272
Chi Chi Gonzalez|14663
Daniel Stumpf|sa658129
Sean Hagan|sa621635
Scooter Price|sa599308
Reinaldo Cepin|sa657821
Luis Ledo|sa740812
Jarlin Garcia|sa597438
Josh Walker|sa709577
John Williams|sa877520
Perci Garner|sa548275
Tim Shibuya|sa580380
Jason Jester|sa738439
Nicholas Pasquale|sa658514
Ivan Pineyro|sa597101
Robby Rowland|sa548199
Tyler Webb|sa602910
John Fasola|sa550022
Matthew Derosier|sa738347
Juan Perez|sa657633
Casey Shane|sa737819
Nathanael Santiago|sa869604
Kevin Correia|1767
Johan Yan|sa328938
Austin Urban|sa549753
Jesus Anguamea|sa737569
Colin Hering|sa829174
Caleb Hamrick|sa658117
Daniel Mcgrath|sa739598
Adam Ladwig|sa602810
Rolando Valdez|sa325738
Grant Borne|sa875234
Joel Seddon|sa599194
Junior Fernandez|sa831812
Edwin Quirarte|sa454556
Logan Duran|sa529273
David Garner|sa549882
Dylan Covey|sa548176
Carlos Rodon|16137
Daniel Cabrera|1931
Miguel Gonzalez|7024
Anthony Swarzak|7466
Juan Delis|sa597246
Jesus Lugo|sa657518
Israel Cuevas|sa659513
Sean Ratcliffe|sa738183
Glenn Sparkman|sa738220
Ruben Molina|sa824772
Ulises Perez|sa826677
Trevor Kelley|sa827465
Vinny Nittoli|sa829353
Chase Ingram|sa875160
Tyler Phillips|sa875646
Ariel Miranda|sa877494
Jhon Romero|sa885679
Corey Miller|sa738189
Daniel Guzman|sa873203
Scott Barlow|sa597976
Dillon Peters|sa599187
Gabriel Llanes|sa829197
Victor Veliz|sa597433
Daniel Mccutchen|263
Drew Van Orden|sa829316
Joel Bender|sa549763
Michael Johnson|sa709717
Sam Clay|sa828815
Felix Lacen|sa872870
Cesar Jimenez|3762
Cody Geyer|sa599107
Brian Dupra|sa526184
Zach Tillery|sa829060
Hector Neris|11804
Sean Donatello|sa599283
Taylor Grover|sa737866
Luis Ramirez|sa833925
Hiram Burgos|9412
Alberto Castillo|3316
Melchor Urquides|sa737196
Jefri Hernandez|sa506317
Tommy Peterson|sa875600
Dominic Demasi|sa829567
Jon Perrin|sa829664
Kevin Mccarthy|sa738158
Kyle Freeland|sa599746
Matt Summers|sa546755
Samir Vivas|sa827957
Mark Blackmar|sa549945
Ronnie Muck|sa829507
Ryan Butler|sa738201
Jhonny Diaz|sa872508
Jose Mora|sa875839
Ryan Merritt|sa598282
Michael Bolaski|sa549616
Jace Fry|sa598246
Bruce Billings|3044
Devin Burke|sa577812
Thomas Harlan|sa658235
Michael Gibbons|sa876538
Reid Redman|sa602392
Kyle Haynes|sa658506
Tim Crabbe|sa501702
Jake Drossner|sa658554
Jordan Piche|sa829571
Carlos Acevedo|sa828812
Jess Amedee|sa829449
Carlos Lopez|sa875328
David Hess|sa829314
Damion Carroll|sa658028
Jose Valdez|3217
Sam Bragg|sa738235
Alejandro Barraza|sa503482
Jerry Mulderig|sa738405
Chris Bassitt|12304
Sam Roberts|sa598562
Vidal Nuno|9674
Cody Forsythe|sa738372
Rob Rogers|sa738615
Ismel Lopez|sa828485
Austin Coley|sa738368
Manuel Barreda|sa390658
Luis Santos|sa873147
Ross Stripling|sa598259
Michael Connolly|sa708470
Branden Kline|sa501558
Junior Gonzalez|sa828546
Esteban Haro|sa509455
Zack Dodson|sa501219
Jaime Schultz|sa708975
Franklin Salomon|sa836626
Andres Tejada|sa829887
Erick Algarin|sa737062
Robbie Ray|11486
Heberto Gonzalez|sa508082
Nector Ramirez|sa828480
Manuel Corpas|2807
Connor Kaden|sa829437
Jared Mortensen|sa753432
Shane Carle|sa737893
Jose Regalado|sa606069
Devon Stewart|sa875230
Eder Llamas|sa509457
Confesor Lara|sa547772
Gerardo Navarro|sa737443
Eddy Gonzalez|sa828558
Mike Strong|sa502184
Gonzalez Germen|5876
Cristian Quintin|sa597081
Jean Ramirez|sa739651
Daniel Lewis|sa837842
Framber Valdez|sa873146
Jonathan Guzman|sa874249
Stephen Strasburg|10131
Kent Emanuel|sa549399
Adonis Pena|sa828712
Isaac Anesty|sa875757
Bradley Salgado|sa550067
Deck Mcguire|sa548174
Mark Sappington|sa658007
Logan Taylor|sa658168
Rogelio Armenteros|sa877310
Wilson Santos|sa657788
Zach Eflin|sa657853
Ronnie Williams|sa828702
Enrique Burgos|3895
Tommy Collier|sa503829
Terance Marin|sa556821
Aaron Cressley|sa829400
Brennan Henry|sa658630
Alberto Guerrero|sa872514
Alexis Tapia|sa737330
Dustin Emmons|sa834405
Aaron Thompson|999
Joey Krehbiel|sa598762
Matt Pirro|sa827393
Kyle Miller|sa875773
Zach Jemiola|sa658131
Seth Frankoff|sa549760
Eric Alonzo|sa829845
Onesimo Hernandez|sa736894
Jacob Ehret|sa602390
Alex Balog|sa737622
Scott Diamond|5089
Simon De La Rosa|sa737325
Leyfer Ramirez|sa828604
Austin Maddox|sa503237
Jose Abreu|sa597423
Heriberto Ventura|sa873297
Leomar Pereda|sa873494
Johalis Pacheco|sa737355
Martin Sotelo|sa509757
David Reyes|sa592948
Harrinson Bermudez|sa659948
Cameron Booser|sa754843
Brennan Bernardino|sa829409
Daniel Mengden|sa828805
Dioscar Romero|sa657507
Algenis Martinez|sa737233
James Buckelew|sa550261
Bobby Korecky|4608
Ryan Longstreth|sa658975
Parker French|sa829473
Kevin Shackelford|sa549496
Samil De Los Santos|sa598569
Kevin Mccanna|sa658530
Curt Britt|sa875786
Ricardo Smith|sa872465
Jake Thompson|sa657978
Ronnie Glenn|sa857607
Yeyfry Del Rosario|sa596841
Adam Liberatore|10637
Charlie Leesman|9124
Austin Robichaux|sa602629
Kelvin Vasquez|sa602917
Stephen Kohlscheen|sa502700
Joel Cabrera|sa740305
Kyle Hansen|sa503395
Jose Martinez|sa657500
Jose Castillo|sa739762
Jon Keller|sa549073
Caleb Smith|sa829201
Felix Pena|sa506724
Dylan Bundy|12917
Michael Kohn|8505
Carlos Alvarado|sa505053
Hunter Brothers|sa738320
Miguel Vega|sa828465
Collin Chapman|sa876107
Daury Torrez|sa596959
Armando Galarraga|4222
Marcos Diplan|sa828590
Sean Furney|sa739747
Dusty Isaacs|sa550364
Frank Herrmann|7960
Matt Nevarez|sa291749
Albert Minnis|sa549930
Saul Cuenca|sa873528
Austin Davis|sa829035
Dalier Hinojosa|15671
A.J. Griffin|11132
Michael Brady|sa502167
Ramon Ortiz|27
Carlos Vazquez|sa506933
Dailyn De Oleo|sa873749
Adam Hofacket|sa875282
Justin Amlung|sa602580
Jake Junis|sa602414
Gaby Almonte|sa597214
Trevor Williams|sa708217
Lester Oliveros|9167
Matt Tracy|12240
Andy Oliver|10257
Simon Castro|9243
Jeffry Done|sa828450
Gage Hinsz|sa829024
Jeff Thompson|sa707780
James Simmons|sa389395
Joe Broussard|sa708442
Randy Valladares|sa830278
Yonathan Quintin|sa873322
Jeffrey Degano|sa874795
Hector Navarro|sa184899
Luis Mora|sa828591
D.J. Baxendale|sa577014
DJ Brown|sa659293
Dennis Torres|sa658652
Matt Crownover|sa829277
Pablo Ortega|sa203945
Jonathan Joseph|sa393045
Steven Wright|8185
Pedro Villarreal|9904
Rocky Mccord|sa602565
Francisco Pena|sa828454
Jordan Harrison|sa502697
Carlos Frias|3547
Julio Urias|sa736324
Kyle Martin|sa503291
Daniel Webb|10558
Stanley Martinez|sa737353
Sean Brady|sa737808
Steven Okert|sa550187
Matt Blackham|sa829631
Michael Theofanopoulos|sa709017
Zach Hirsch|sa829456
Edwin Diaz|sa657938
Alexander Sanchez|sa872849
Michael Wagner|sa549834
Nick Kiel|sa829214
Luis De Paula|sa659700
Rohimard Carrillo|sa739793
Grahamm Wiest|sa829311
Robert Stephenson|sa597792
Luis Escobar|sa828442
Hansel Mora|sa657898
Bryan Abreu|sa828588
Tayler Scott|sa597840
Cesilio Pimentel|sa603201
Brian Holmes|sa658229
Hobbs Johnson|sa738890
Evan Mitchell|sa708969
Gilberto Mendez|sa597318
Seth Lugo|sa599698
Jake Esch|sa546977
Taylor Rogers|sa503168
Jose Oyervides|sa202000
Connor Bach|sa829289
Jared Miller|sa827467
Erick Leal|sa657825
Jeffry Antigua|sa456113
Jerad Eickhoff|12664
Shane Greene|10756
Cory Luebke|1984
Josh Ravin|2951
Brett Oberholtzer|3855
Robbie Ross Jr.|6819
Tanner Chleborad|sa599273
Jean Henriquez|sa828192
John Mcleod|sa829285
Jhon Ventura|sa830248
Edgar Torres|sa871316
Art Warren|sa875374
Dillon Becker|sa875670
Adam Bray|sa876116
Carlos Rivera|sa883877
Andrew Faulkner|12982
Nate Smith|sa737900
Rookie Davis|sa599174
Geno Encina|sa875765
Cristopher Molina|sa828598
Ethan Mildren|sa737903
Julio Frias|sa873218
Gaither Bumgardner|sa738264
Juan Grullon|sa503590
Edrick Agosto|sa829251
Juan Lopez|sa881080
Yordano Ventura|11855
Jen-Lei Liao|sa830464
Robert Russell|sa658654
Derek De Young|sa658335
Ty Williams|sa658900
Rafael Oliveras|sa738642
Mario Delgado|sa200472
Matt Flemer|sa580429
Eric Jokisch|11157
Pat Light|sa502395
Jose Taveras|sa828246
Brock Dykxhoorn|sa658513
Seth Mcgarry|sa857614
Erik Davis|8422
Raul Alcantara|sa548100
Ross Seaton|sa454510
Tyler Bolton|sa829642
Henry Centeno|sa596373
Joe Blanton|4849
Andres Santiago|sa389212
Ralph Garza|sa875812
Kevin Mcavoy|sa827491
Corey Baker|sa598476
Aaron Brooks|sa658663
Dylan Silva|sa856281
Jeremy Gabryszwski|sa597791
Gabriel Ynoa|sa549128
Aaron Laffey|6248
Wander Suero|sa548041
Christopher Perry|sa658337
Travis Ott|sa738460
Chris Leroux|7645
Chris Ellis|sa602616
Carlos Polanco|sa696311
Jonathan Castellanos|sa200086
Brennan Smith|sa549585
Wladimir Pinto|sa871482
Louis Distasio|sa876085
Edwar Cabrera|9211
Juan Perez|2557
Marco Campoy|sa655198
Yohan Flande|5057
John Means|sa602859
Zack Littell|sa737929
Lou Trivino|sa737939
Philip Walby|sa550369
Pablo Fernandez|sa867970
Kurt Spomer|sa659458
Francisco Jimenez|sa659658
Shao-Ching Chiang|sa659598
Willy Cruz|sa873726
Andres Meza|sa508496
Ty Buttrey|sa657997
Buddy Borden|sa737851
Fabian Cota|sa598648
Wilber Pena|sa828325
Jose Adames|sa597194
Evan Maclane|5576
Carson Sands|sa828814
Jim Moran|sa599716
Adonis Rosa|sa828513
Jose Montero|sa549221
Tyler Jay|sa857588
John Church|sa502177
Alex Winkelman|sa874113
Feliberto Sanchez|sa657767
Cody Schumacher|sa829745
Matthew Tenuta|sa658605
Rafael Diaz|sa509282
Chad Green|sa550041
Zeke Spruill|3873
Tyler Parmenter|sa600819
Bryan Dobzanski|sa829656
Drew Finley|sa875004
Gaudencio Aguirre|sa185590
Jhoan Quijada|sa736624
Matt Imhof|sa828688
Zack Thornton|sa549662
Zach Isler|sa658116
Aaron Sookee|sa549617
Luis Rico|sa597316
Julian Villamar|sa828170
Domingo Robles|sa872881
Tomas Michelson|sa829645
Chris Stratton|sa621598
Dylan Unsworth|sa550449
Austin Wood|sa548294
Jesus Castillo|sa287103
Nick Pivetta|sa737889
Konner Wade|sa549985
Josh Taylor|sa842224
Blake Logan|sa658236
Juancito Martinez|sa506822
Logan Cozart|sa875283
Tyler Cravy|10770
Juan Cuevas|sa828589
Cory Mazzoni|12537
Enyerbeth Lugo|sa871493
Tyler Beede|sa597784
Devon Davis|sa830375
James Kaprielian|sa658943
Edgar Arredondo|sa732750
Ismael Viloria|sa739876
Alec Asher|13560
Tyler Eppler|sa829043
Trevor Clifton|sa737901
Billy Roth|sa738186
Tomas Alastre|sa873529
Alex Klonowski|sa829634
Luis Perdomo|sa597248
Nicholas Economos|sa875301
Hector Garcia|sa824770
Jairo Garcia|sa828439
Matt Murray|sa578194
Juan Gutierrez|3265
Steven Sides|sa598757
Barrett Astin|sa621669
Greg Ross|sa599717
Parker Bridwell|sa548445
Jaime Espinoza|sa655771
Chad Zurat|sa833077
Sam Holland|sa739649
Nick Petree|sa737915
Jose Salas|sa737489
Tom Gorzelanny|6244
Adam Miller|sa243995
Ivan Hernandez|sa550634
Bret Marks|sa658547
Jacob Brentz|sa737925
Luis Bellorin|sa872816
Jose Luna|sa873293
Luis Lopez|sa828575
Todd Redmond|9943
Gene Escat|sa658552
Brandon Glazer|sa549678
Cody Martin|12182
J.R. Bradley|sa548235
Reed Reilly|sa738228
Travis Ballew|sa658550
Tyler Brunnemann|sa738966
Chris Dwyer|10045
Teddy Stankiewicz|sa657954
Steven Sabatino|sa658788
Jose Fernandez|11530
Ben Heller|sa738257
Felix Jimenez|sa828891
Adonis Diaz|sa737254
Parker Frazier|sa390238
Lucas Sims|sa657914
Brad Allen|sa580419
Jimmy Yacabonis|sa738301
Evin Einhardt|sa829619
Noel Rodriguez|sa875824
Jerome Williams|1137
Ivan Nova|1994
Orlando Cedeno|sa873491
Tyler Carvalho|sa875825
Zac Rosscup|9419
Thomas Pannone|sa658922
Jaime Barria|sa737379
Patrick Mccoy|6605
Hunter Cervenka|sa455521
Louis Head|sa658343
Ryan Koziol|sa878100
Michael Nix|sa291773
Travis Neubeck|sa875202
Kender Villegas|sa546467
Scott Mcgregor|sa455250
Jim Henderson|6653
Christian Trent|sa829647
Britt Robertshaw|sa869675
Jeff Kinley|sa857590
Kyle Winkler|sa526575
Michael Velasquez|sa834330
Ryan Carpenter|sa455439
Angel Duno|sa657211
D.J. Johnson|sa553075
James Campbell|sa658193
Matt Wotherspoon|sa738548
Josh Rogers|sa856202
Corey Kimber|sa658609
Jacob Smigelski|sa738976
Wilkin Castillo|5124
Edwin Martinez|sa828234
Daniel Concepcion|sa875591
Taylor Cole|sa392184
Matt Barnes|12863
Brennan Leitao|sa875842
David Napoli|sa737917
Roberto Pineda|sa874122
Stuart Holmes|sa876207
Daniel Altavilla|sa827482
Dallas Beeler|11471
Scott Lyman|sa526467
Trevor Seidenberger|sa738571
Alberto Guzman|sa737241
Stephen Milligan|sa875347
Will Dennis|sa873272
Enfember Martinez|sa658694
Joel Romero|sa873485
Christopher Kirsch|sa549109
Zachary Lovvorn|sa658011
John Richy|sa828800
Warwick Saupold|sa654357
Michael Cederoth|sa600253
Jairo Pacheco|sa737220
Julian Merryweather|sa829363
Angel Rincon|sa550535
Matt Buschmann|sa327840
Ronald Herrera|sa657806
Orlando Torrez|sa598124
Gregor Mora|sa828183
Grant Dayton|sa549077
Joshua Roeder|sa875299
Dustin Mcgowan|8600
Brad Wieck|sa659424
Kurt Heyer|sa621615
Ramon Morla|sa509509
Jose Arias|sa548718
Kevin Canelon|sa597095
Reynaldo Lopez|sa696415
Werner Leal|sa737001
Sasagi Sanchez|sa824742
Ryan Mccormick|sa856258
Adam Lau|sa876250
Blaine Howell|sa328243
Victor Araujo|sa548099
Josh Michalec|sa829266
Tom Windle|sa549785
Yhoan Acosta|sa747590
Jimmy Reed|sa658611
Ryan Yarbrough|sa738545
Rainy Lara|sa550638
Anthony Vasquez|6577
Sarkis Ohanian|sa827459
Tim Atherton|sa455754
Chase Bradford|sa599551
Joselito Cano|sa597212
Jose Martinez|sa657396
Mister Luciano|sa829870
Osmel Morales|sa546482
Freddy Peralta|sa737343
Gerson Garabito|sa737361
Landon Beck|sa829390
Fabio Castro|4048
R.J. Alvarez|13401
Blake Shouse|sa737810
Luis Pena|sa837845
Dillon Gee|7396
Ozzie Mendez|sa509713
Heriberto Rodriguez|sa509747
Denton Keys|sa737932
Wandisson Charles|sa874818
Julio Depaula|2786
Diony Rodriguez|sa873424
Jovani Moran|sa875188
Chris Mazza|sa599371
Juan Rodriguez Savin|sa869406
Juan Hillman|sa874796
Javier Salas|sa738903
Juan Sandoval|sa202910
Austin House|sa502193
Jason Stoffel|sa501226
Junior Espinoza|sa873165
Nathan Bertness|sa875697
Mike Montgomery|4869
Sandy Baez|sa657709
Kevin Guzman|sa739328
Ben Lively|sa549720
Carlos Pinales|sa551690
Ariel Pena|10240
Hawtin Buchanan|sa599724
Andrew Lockett|sa657984
Francisco Carrillo|sa659553
Matthew Grimes|sa548289
Aaron Kurcz|sa549903
Anderson Polanco|sa596949
Alejandro Requena|sa828724
Akeem Bostick|sa737616
Adrian Ramirez|sa509467
Luis Araujo|sa737446
Luis Lugo|sa597249
Buck Farmer|14814
Rony Bautista|sa550732
Jorge Rivera|sa824922
T.J. Weir|sa829207
Jason Garcia|12143
Kendry Melo|sa830425
Max Povse|sa602653
Sandy Rosario|1525
Elias Pinales|sa597056
Odelis Inoa|sa737053
Ygnacio Rondon|sa828484
Ryan Mckay|sa875357
Daniel Huchingson|sa455464
Tucker Ward|sa602865
Cody Gunter|sa658476
Nash Walters|sa875001
Joel De La Cruz|sa879191
Anyel Beato|sa872745
Taylor Henry|sa875295
Zach Hedges|sa829393
Starlyn Suriel|sa829880
Dace Kime|sa548429
Ernesto Montas|sa737253
Rodolfo Aguirre|sa447339
Jhonny Polanco|sa504741
Santiago Gutierrez|sa295625
Jose Ramirez|10171
Forrest Snow|sa549462
Tsuyoshi Wada|13046
Austin Bibens-Dirkx|sa327879
Ross Ohlendorf|8268
Edwin Villarroel|sa657536
Andre Wheeler|sa549578
Bobby Wahl|sa550093
Brad Lincoln|4241
Zack Jones|sa502134
Trey Cochran-Gill|sa827389
Robert Coello|1149
Fernando Nieve|2173
Shawn Haviland|sa454866
Jose Reyes|sa551314
Malcom Culver|sa454968
Alonzo Gonzalez|sa548554
Ian Thomas|13881
Juan Paniagua|sa506892
Enmanuel Berihuete|sa657756
Emilio Ogando|sa829049
Thad Weber|8036
Hyrum Formo|sa738383
Jose Ortega|9651
William Chrismon|sa549934
Kyle Ryan|11753
Arcadio Campusano|sa877823
Micah Miniard|sa829147
Colin Welmon|sa827336
Joshua Torres|sa659907
Robert Bundy|sa454969
Gabriel Valdez|sa828365
Bradley Wallace|sa829170
John Werner|sa876078
Carlos Cortes|sa880945
Colin Bates|sa503210
Denis Diaz|sa737242
Frank Lopez|sa597434
Matt Dermody|sa502297
Jan Novak|sa830531
Jacob Petersen|sa829640
Ashe Russell|sa874681
Aaron Northcraft|sa501597
Greg Mahle|sa829310
Jared Wilson|sa658993
Sean Reid-Foley|sa828690
Stephen Perakslis|sa621679
Yimi Garcia|12095
Matt Trowbridge|sa829068
Nick Hill|sa390200
Casey Sadler|11209
Kelvis Valerio|sa597112
Hector Lopez|sa655977
Joel Pineiro|1094
Kyle Westwood|sa503548
Luis Perez|6389
Derian Gonzalez|sa737568
Jordan Guerrero|sa875153
Ramon Rodriguez|sa657755
Joe Harvey|sa827455
Eduar Lopez|sa657123
Jake Reed|sa599532
Carlos Salazar|sa826779
Hobie Harris|sa876068
James Gillheeney|sa501532
Martin Agosta|sa657962
Miguel Del Pozo|sa597267
Alexander Santana|sa597091
Joel Belboder|sa828364
Jaron Long|sa706969
Hernando Guzman|sa736881
Jack Wynkoop|sa875060
Raul Fernandez|sa506313
Juliandry Higuera|sa737329
Jose Pina|sa294474
Edwin Salas|sa509482
Bryan Bonnell|sa658824
Adalberto Pena|sa873174
Marcos Molina|sa657917
Adrian Houser|12718
John Kravetz|sa876810
Edward Salinas|sa826788
Luis Barrios|sa827942
Derlin Espinal|sa830640
Kevin Duchene|sa857586
Sucre Valdez|sa878292
Alex Martinez|sa828733
Joe Beimel|979
Oscar Calderon|sa541707
Luis Cruz|sa454687
Matthew Gage|sa827398
Daniel Norris|13475
Francisco Rios|sa736833
Tanner Rainey|sa874808
Nick Rumbelow|14867
Christopher Acosta|sa872489
Mark Biggs|sa598113
Eric Wooten|sa599232
Adam Boghosian|sa875351
Jesus Castro|sa873229
Jose Celas|sa548096
Trevor Cahill|6249
David Reid-Foley|sa740295
Mauricio Lara|sa198885
Juan Oramas|sa508100
Jarrett Casey|sa549937
Luis Guzman|sa737455
Francisco Cambuston|sa596858
Ryan Powers|sa829462
Justin Kamplain|sa599231
Nathan Long|sa502312
Jose Velez|sa869964
Matt Wisler|12804
Miguel Medrano|sa737550
Miguel De Jesus|sa873177
Diosward Gonzalez|sa878813
Jery Then|sa835754
Joe Gatto|sa828693
Nick Kingham|sa548285
Gregorix Estevez|sa736873
Jordan Minch|sa827492
Jhenderson Hurtado|sa828710
Samuel Johns|sa829559
Tyler Pike|sa657974
Matt Anderson|sa602589
Ryan Verdugo|9154
Cody Dickson|sa737782
Nick Gardewine|sa737881
Jose Martinez|sa828472
Joseph Donofrio|sa658836
Lorenzo Barcelo|1435
Yair Lozoya|sa656388
Jo-Jo Reyes|5559
Luis Perez|sa833384
Blake Bass|sa875190
Cody Harris|sa738323
Andrew Kittredge|sa577676
Jose Monegro|sa503000
